isco3,country,employment_thousands,mean_annual_wage_eur,wage_source,wage_level
313,LV,3.0,21241.0,eurostat,isco1
314,LV,1.0,21241.0,eurostat,isco1
315,LV,2.4,21241.0,eurostat,isco1
321,LV,1.2,21241.0,eurostat,isco1
322,LV,0.2,21241.0,eurostat,isco1
323,LV,0.2,21241.0,eurostat,isco1
324,LV,1.0,21241.0,eurostat,isco1
325,LV,5.7,21241.0,eurostat,isco1
331,LV,10.5,21241.0,eurostat,isco1
332,LV,17.0,21241.0,eurostat,isco1
333,LV,18.5,21241.0,eurostat,isco1
334,LV,7.2,21241.0,eurostat,isco1
335,LV,6.6,21241.0,eurostat,isco1
341,LV,2.8,21241.0,eurostat,isco1
342,LV,2.6,21241.0,eurostat,isco1
343,LV,4.7,21241.0,eurostat,isco1
351,LV,2.3,21241.0,eurostat,isco1
352,LV,3.9,21241.0,eurostat,isco1
411,LV,3.1,16288.0,eurostat,isco1
412,LV,1.6,16288.0,eurostat,isco1
413,LV,3.1,16288.0,eurostat,isco1
421,LV,6.4,16288.0,eurostat,isco1
422,LV,10.5,16288.0,eurostat,isco1
431,LV,5.2,16288.0,eurostat,isco1
432,LV,13.1,16288.0,eurostat,isco1
441,LV,2.3,16288.0,eurostat,isco1
511,LV,6.4,11775.0,eurostat,isco1
512,LV,2.5,11775.0,eurostat,isco1
513,LV,4.9,11775.0,eurostat,isco1
514,LV,8.4,11775.0,eurostat,isco1
515,LV,3.9,11775.0,eurostat,isco1
516,LV,16.3,11775.0,eurostat,isco1
521,LV,1.2,11775.0,eurostat,isco1
522,LV,28.1,11775.0,eurostat,isco1
523,LV,1.8,11775.0,eurostat,isco1
524,LV,13.8,11775.0,eurostat,isco1
531,LV,13.7,11775.0,eurostat,isco1
532,LV,7.5,11775.0,eurostat,isco1
541,LV,11.8,11775.0,eurostat,isco1
611,LV,9.5,13261.0,eurostat,isco1
612,LV,6.3,13261.0,eurostat,isco1
613,LV,1.3,13261.0,eurostat,isco1
621,LV,0.3,13261.0,eurostat,isco1
622,LV,4.4,13261.0,eurostat,isco1
711,LV,9.9,16165.0,eurostat,isco1
712,LV,13.7,16165.0,eurostat,isco1
713,LV,6.0,16165.0,eurostat,isco1
721,LV,6.9,16165.0,eurostat,isco1
722,LV,11.7,16165.0,eurostat,isco1
723,LV,8.4,16165.0,eurostat,isco1
731,LV,2.3,16165.0,eurostat,isco1
732,LV,0.9,16165.0,eurostat,isco1
741,LV,5.8,16165.0,eurostat,isco1
742,LV,4.3,16165.0,eurostat,isco1
751,LV,5.2,16165.0,eurostat,isco1
752,LV,2.7,16165.0,eurostat,isco1
753,LV,7.7,16165.0,eurostat,isco1
754,LV,6.5,16165.0,eurostat,isco1
811,LV,1.3,15809.0,eurostat,isco1
812,LV,1.0,15809.0,eurostat,isco1
813,LV,1.6,15809.0,eurostat,isco1
814,LV,1.8,15809.0,eurostat,isco1
815,LV,2.5,15809.0,eurostat,isco1
816,LV,2.8,15809.0,eurostat,isco1
817,LV,1.0,15809.0,eurostat,isco1
818,LV,1.2,15809.0,eurostat,isco1
821,LV,3.8,15809.0,eurostat,isco1
831,LV,5.8,15809.0,eurostat,isco1
832,LV,7.8,15809.0,eurostat,isco1
833,LV,11.7,15809.0,eurostat,isco1
834,LV,18.5,15809.0,eurostat,isco1
835,LV,6.8,15809.0,eurostat,isco1
911,LV,8.0,10838.0,eurostat,isco1
912,LV,9.2,10838.0,eurostat,isco1
921,LV,10.1,10838.0,eurostat,isco1
931,LV,16.3,10838.0,eurostat,isco1
932,LV,7.3,10838.0,eurostat,isco1
933,LV,21.8,10838.0,eurostat,isco1
941,LV,5.4,10838.0,eurostat,isco1
951,LV,,10838.0,eurostat,isco1
952,LV,,10838.0,eurostat,isco1
961,LV,4.0,10838.0,eurostat,isco1
962,LV,12.0,10838.0,eurostat,isco1
011,MK,7.9,,,
111,MK,2.7,21265.0,eurostat,isco1
112,MK,1.0,21265.0,eurostat,isco1
121,MK,0.6,21265.0,eurostat,isco1
122,MK,0.5,21265.0,eurostat,isco1
131,MK,0.2,21265.0,eurostat,isco1
132,MK,4.8,21265.0,eurostat,isco1
133,MK,0.5,21265.0,eurostat,isco1
134,MK,2.0,21265.0,eurostat,isco1
141,MK,0.5,21265.0,eurostat,isco1
142,MK,5.6,21265.0,eurostat,isco1
143,MK,2.2,21265.0,eurostat,isco1
211,MK,1.8,14309.0,eurostat,isco1
212,MK,0.4,14309.0,eurostat,isco1
213,MK,2.4,14309.0,eurostat,isco1
214,MK,7.5,14309.0,eurostat,isco1
215,MK,1.8,14309.0,eurostat,isco1
216,MK,2.8,14309.0,eurostat,isco1
221,MK,0.5,14309.0,eurostat,isco1
222,MK,1.1,14309.0,eurostat,isco1
223,MK,1.3,14309.0,eurostat,isco1
225,MK,2.9,14309.0,eurostat,isco1
226,MK,12.1,14309.0,eurostat,isco1
231,MK,12.0,14309.0,eurostat,isco1
232,MK,6.7,14309.0,eurostat,isco1
233,MK,5.1,14309.0,eurostat,isco1
234,MK,1.3,14309.0,eurostat,isco1
235,MK,9.9,14309.0,eurostat,isco1
241,MK,6.7,14309.0,eurostat,isco1
242,MK,9.6,14309.0,eurostat,isco1
243,MK,9.4,14309.0,eurostat,isco1
251,MK,9.1,14309.0,eurostat,isco1
252,MK,3.3,14309.0,eurostat,isco1
261,MK,2.7,14309.0,eurostat,isco1
262,MK,1.7,14309.0,eurostat,isco1
263,MK,10.4,14309.0,eurostat,isco1
264,MK,5.7,14309.0,eurostat,isco1
265,MK,8.9,14309.0,eurostat,isco1
311,MK,7.7,10683.0,eurostat,isco1
312,MK,3.4,10683.0,eurostat,isco1
313,MK,2.0,10683.0,eurostat,isco1
314,MK,0.7,10683.0,eurostat,isco1
315,MK,1.6,10683.0,eurostat,isco1
321,MK,2.5,10683.0,eurostat,isco1
322,MK,0.4,10683.0,eurostat,isco1
323,MK,0.4,10683.0,eurostat,isco1
324,MK,2.1,10683.0,eurostat,isco1
325,MK,12.1,10683.0,eurostat,isco1
331,MK,6.0,10683.0,eurostat,isco1
332,MK,9.8,10683.0,eurostat,isco1
333,MK,10.7,10683.0,eurostat,isco1
334,MK,4.1,10683.0,eurostat,isco1
335,MK,3.8,10683.0,eurostat,isco1
341,MK,1.3,10683.0,eurostat,isco1
342,MK,1.2,10683.0,eurostat,isco1
343,MK,2.2,10683.0,eurostat,isco1
351,MK,2.2,10683.0,eurostat,isco1
352,MK,3.8,10683.0,eurostat,isco1
411,MK,1.4,9287.0,eurostat,isco1
412,MK,0.7,9287.0,eurostat,isco1
413,MK,1.4,9287.0,eurostat,isco1
421,MK,4.3,9287.0,eurostat,isco1
422,MK,7.1,9287.0,eurostat,isco1
431,MK,4.7,9287.0,eurostat,isco1
432,MK,12.1,9287.0,eurostat,isco1
441,MK,11.8,9287.0,eurostat,isco1
511,MK,4.8,7610.0,eurostat,isco1
512,MK,1.8,7610.0,eurostat,isco1
513,MK,3.7,7610.0,eurostat,isco1
514,MK,6.3,7610.0,eurostat,isco1
515,MK,2.9,7610.0,eurostat,isco1
516,MK,12.2,7610.0,eurostat,isco1
521,MK,1.6,7610.0,eurostat,isco1
522,MK,38.7,7610.0,eurostat,isco1
523,MK,2.5,7610.0,eurostat,isco1
524,MK,19.0,7610.0,eurostat,isco1
531,MK,3.8,7610.0,eurostat,isco1
532,MK,2.0,7610.0,eurostat,isco1
541,MK,19.5,7610.0,eurostat,isco1
611,MK,16.0,6542.0,eurostat,isco1
612,MK,10.7,6542.0,eurostat,isco1
613,MK,2.1,6542.0,eurostat,isco1
621,MK,0.1,6542.0,eurostat,isco1
622,MK,0.9,6542.0,eurostat,isco1
711,MK,9.4,8020.0,eurostat,isco1
712,MK,13.1,8020.0,eurostat,isco1
713,MK,5.7,8020.0,eurostat,isco1
721,MK,4.2,8020.0,eurostat,isco1
722,MK,7.2,8020.0,eurostat,isco1
723,MK,5.1,8020.0,eurostat,isco1
731,MK,2.7,8020.0,eurostat,isco1
732,MK,1.0,8020.0,eurostat,isco1
741,MK,4.2,8020.0,eurostat,isco1
742,MK,3.2,8020.0,eurostat,isco1
751,MK,5.6,8020.0,eurostat,isco1
752,MK,2.9,8020.0,eurostat,isco1
753,MK,8.2,8020.0,eurostat,isco1
754,MK,7.0,8020.0,eurostat,isco1
811,MK,4.8,8230.0,eurostat,isco1
812,MK,3.5,8230.0,eurostat,isco1
813,MK,5.9,8230.0,eurostat,isco1
814,MK,6.4,8230.0,eurostat,isco1
815,MK,9.2,8230.0,eurostat,isco1
816,MK,10.1,8230.0,eurostat,isco1
817,MK,3.5,8230.0,eurostat,isco1
818,MK,4.2,8230.0,eurostat,isco1
821,MK,12.0,8230.0,eurostat,isco1
831,MK,4.0,8230.0,eurostat,isco1
832,MK,5.3,8230.0,eurostat,isco1
833,MK,8.0,8230.0,eurostat,isco1
834,MK,12.6,8230.0,eurostat,isco1
835,MK,4.6,8230.0,eurostat,isco1
911,MK,10.2,7394.0,eurostat,isco1
912,MK,11.7,7394.0,eurostat,isco1
921,MK,21.3,7394.0,eurostat,isco1
931,MK,5.2,7394.0,eurostat,isco1
932,MK,2.3,7394.0,eurostat,isco1
933,MK,7.0,7394.0,eurostat,isco1
941,MK,1.7,7394.0,eurostat,isco1
951,MK,,7394.0,eurostat,isco1
952,MK,,7394.0,eurostat,isco1
961,MK,4.0,7394.0,eurostat,isco1
962,MK,11.9,7394.0,eurostat,isco1
031,MT,1.8,,,
111,MT,6.0,55437.0,eurostat,isco1
112,MT,2.1,55437.0,eurostat,isco1
121,MT,4.2,55437.0,eurostat,isco1
122,MT,3.4,55437.0,eurostat,isco1
131,MT,0.2,55437.0,eurostat,isco1
132,MT,5.3,55437.0,eurostat,isco1
133,MT,0.6,55437.0,eurostat,isco1
134,MT,2.3,55437.0,eurostat,isco1
141,MT,0.6,55437.0,eurostat,isco1
142,MT,7.0,55437.0,eurostat,isco1
143,MT,2.7,55437.0,eurostat,isco1
211,MT,1.1,39328.0,eurostat,isco1
212,MT,0.3,39328.0,eurostat,isco1
213,MT,1.5,39328.0,eurostat,isco1
214,MT,4.6,39328.0,eurostat,isco1
215,MT,1.1,39328.0,eurostat,isco1
216,MT,1.7,39328.0,eurostat,isco1
221,MT,0.3,39328.0,eurostat,isco1
222,MT,0.7,39328.0,eurostat,isco1
223,MT,0.8,39328.0,eurostat,isco1
225,MT,1.8,39328.0,eurostat,isco1
226,MT,7.6,39328.0,eurostat,isco1
231,MT,4.4,39328.0,eurostat,isco1
232,MT,2.4,39328.0,eurostat,isco1
233,MT,1.8,39328.0,eurostat,isco1
234,MT,0.5,39328.0,eurostat,isco1
235,MT,3.6,39328.0,eurostat,isco1
241,MT,4.5,39328.0,eurostat,isco1
242,MT,6.4,39328.0,eurostat,isco1
243,MT,6.3,39328.0,eurostat,isco1
251,MT,7.0,39328.0,eurostat,isco1
252,MT,2.5,39328.0,eurostat,isco1
261,MT,0.6,39328.0,eurostat,isco1
262,MT,0.4,39328.0,eurostat,isco1
263,MT,2.2,39328.0,eurostat,isco1
264,MT,1.2,39328.0,eurostat,isco1
265,MT,1.9,39328.0,eurostat,isco1
311,MT,3.9,32292.0,eurostat,isco1
312,MT,1.7,32292.0,eurostat,isco1
313,MT,1.0,32292.0,eurostat,isco1
314,MT,0.4,32292.0,eurostat,isco1
315,MT,0.8,32292.0,eurostat,isco1
321,MT,0.5,32292.0,eurostat,isco1
322,MT,0.1,32292.0,eurostat,isco1
323,MT,0.1,32292.0,eurostat,isco1
324,MT,0.5,32292.0,eurostat,isco1
325,MT,2.6,32292.0,eurostat,isco1
331,MT,3.3,32292.0,eurostat,isco1
332,MT,5.4,32292.0,eurostat,isco1
333,MT,5.8,32292.0,eurostat,isco1
334,MT,2.3,32292.0,eurostat,isco1
335,MT,2.1,32292.0,eurostat,isco1
341,MT,2.1,32292.0,eurostat,isco1
342,MT,1.9,32292.0,eurostat,isco1
343,MT,3.5,32292.0,eurostat,isco1
351,MT,1.1,32292.0,eurostat,isco1
352,MT,1.8,32292.0,eurostat,isco1
411,MT,4.3,25673.0,eurostat,isco1
412,MT,2.1,25673.0,eurostat,isco1
413,MT,4.3,25673.0,eurostat,isco1
421,MT,3.7,25673.0,eurostat,isco1
422,MT,6.2,25673.0,eurostat,isco1
431,MT,2.2,25673.0,eurostat,isco1
432,MT,5.6,25673.0,eurostat,isco1
441,MT,1.5,25673.0,eurostat,isco1
511,MT,2.1,22604.0,eurostat,isco1
512,MT,0.8,22604.0,eurostat,isco1
513,MT,1.6,22604.0,eurostat,isco1
514,MT,2.8,22604.0,eurostat,isco1
515,MT,1.3,22604.0,eurostat,isco1
516,MT,5.4,22604.0,eurostat,isco1
521,MT,0.5,22604.0,eurostat,isco1
522,MT,11.6,22604.0,eurostat,isco1
523,MT,0.7,22604.0,eurostat,isco1
524,MT,5.7,22604.0,eurostat,isco1
531,MT,12.4,22604.0,eurostat,isco1
532,MT,6.8,22604.0,eurostat,isco1
541,MT,6.7,22604.0,eurostat,isco1
611,MT,1.1,18996.0,eurostat,isco1
612,MT,0.7,18996.0,eurostat,isco1
613,MT,0.1,18996.0,eurostat,isco1
621,MT,,18996.0,eurostat,isco1
622,MT,,18996.0,eurostat,isco1
711,MT,5.4,25876.0,eurostat,isco1
712,MT,7.5,25876.0,eurostat,isco1
713,MT,3.3,25876.0,eurostat,isco1
721,MT,1.6,25876.0,eurostat,isco1
722,MT,2.8,25876.0,eurostat,isco1
723,MT,2.0,25876.0,eurostat,isco1
731,MT,0.7,25876.0,eurostat,isco1
732,MT,0.3,25876.0,eurostat,isco1
741,MT,2.4,25876.0,eurostat,isco1
742,MT,1.8,25876.0,eurostat,isco1
751,MT,1.1,25876.0,eurostat,isco1
752,MT,0.5,25876.0,eurostat,isco1
753,MT,1.6,25876.0,eurostat,isco1
754,MT,1.3,25876.0,eurostat,isco1
811,MT,0.3,22339.0,eurostat,isco1
812,MT,0.2,22339.0,eurostat,isco1
813,MT,0.4,22339.0,eurostat,isco1
814,MT,0.4,22339.0,eurostat,isco1
815,MT,0.6,22339.0,eurostat,isco1
816,MT,0.7,22339.0,eurostat,isco1
817,MT,0.2,22339.0,eurostat,isco1
818,MT,0.3,22339.0,eurostat,isco1
821,MT,3.4,22339.0,eurostat,isco1
831,MT,1.3,22339.0,eurostat,isco1
832,MT,1.7,22339.0,eurostat,isco1
833,MT,2.6,22339.0,eurostat,isco1
834,MT,4.1,22339.0,eurostat,isco1
835,MT,1.5,22339.0,eurostat,isco1
911,MT,5.0,18351.0,eurostat,isco1
912,MT,5.8,18351.0,eurostat,isco1
921,MT,,18351.0,eurostat,isco1
931,MT,2.2,18351.0,eurostat,isco1
932,MT,1.0,18351.0,eurostat,isco1
933,MT,2.9,18351.0,eurostat,isco1
941,MT,2.7,18351.0,eurostat,isco1
951,MT,,18351.0,eurostat,isco1
952,MT,,18351.0,eurostat,isco1
961,MT,1.6,18351.0,eurostat,isco1
962,MT,4.6,18351.0,eurostat,isco1
011,NL,10.3,61214.0,eurostat,isco1
021,NL,8.7,61214.0,eurostat,isco1
031,NL,9.7,61214.0,eurostat,isco1
111,NL,53.9,96396.0,eurostat,isco1
112,NL,19.0,96396.0,eurostat,isco1
121,NL,90.3,96396.0,eurostat,isco1
122,NL,73.7,96396.0,eurostat,isco1
131,NL,4.9,96396.0,eurostat,isco1
132,NL,144.8,96396.0,eurostat,isco1
133,NL,15.8,96396.0,eurostat,isco1
134,NL,62.0,96396.0,eurostat,isco1
141,NL,5.5,96396.0,eurostat,isco1
142,NL,67.4,96396.0,eurostat,isco1
143,NL,26.2,96396.0,eurostat,isco1
211,NL,41.3,67760.0,eurostat,isco1
212,NL,10.0,67760.0,eurostat,isco1
213,NL,57.0,67760.0,eurostat,isco1
214,NL,176.7,67760.0,eurostat,isco1
215,NL,41.3,67760.0,eurostat,isco1
216,NL,65.5,67760.0,eurostat,isco1
221,NL,11.8,67760.0,eurostat,isco1
222,NL,23.6,67760.0,eurostat,isco1
223,NL,29.4,67760.0,eurostat,isco1
225,NL,64.8,67760.0,eurostat,isco1
226,NL,270.9,67760.0,eurostat,isco1
231,NL,157.6,67760.0,eurostat,isco1
232,NL,87.5,67760.0,eurostat,isco1
233,NL,66.5,67760.0,eurostat,isco1
234,NL,17.5,67760.0,eurostat,isco1
235,NL,129.6,67760.0,eurostat,isco1
241,NL,231.9,67760.0,eurostat,isco1
242,NL,331.2,67760.0,eurostat,isco1
243,NL,324.6,67760.0,eurostat,isco1
251,NL,338.2,67760.0,eurostat,isco1
252,NL,123.0,67760.0,eurostat,isco1
261,NL,36.7,67760.0,eurostat,isco1
262,NL,23.7,67760.0,eurostat,isco1
263,NL,142.4,67760.0,eurostat,isco1
264,NL,77.7,67760.0,eurostat,isco1
265,NL,120.8,67760.0,eurostat,isco1
311,NL,128.9,54712.0,eurostat,isco1
312,NL,57.2,54712.0,eurostat,isco1
313,NL,33.9,54712.0,eurostat,isco1
314,NL,11.6,54712.0,eurostat,isco1
315,NL,27.1,54712.0,eurostat,isco1
321,NL,40.0,54712.0,eurostat,isco1
322,NL,5.7,54712.0,eurostat,isco1
323,NL,5.7,54712.0,eurostat,isco1
324,NL,34.3,54712.0,eurostat,isco1
325,NL,194.1,54712.0,eurostat,isco1
331,NL,111.2,54712.0,eurostat,isco1
332,NL,181.0,54712.0,eurostat,isco1
333,NL,196.9,54712.0,eurostat,isco1
334,NL,76.2,54712.0,eurostat,isco1
335,NL,69.9,54712.0,eurostat,isco1
341,NL,101.6,54712.0,eurostat,isco1
342,NL,94.8,54712.0,eurostat,isco1
343,NL,169.3,54712.0,eurostat,isco1
351,NL,27.7,54712.0,eurostat,isco1
352,NL,48.6,54712.0,eurostat,isco1
411,NL,55.2,43684.0,eurostat,isco1
412,NL,27.6,43684.0,eurostat,isco1
413,NL,55.2,43684.0,eurostat,isco1
421,NL,71.0,43684.0,eurostat,isco1
422,NL,116.7,43684.0,eurostat,isco1
431,NL,103.5,43684.0,eurostat,isco1
432,NL,263.4,43684.0,eurostat,isco1
441,NL,93.5,43684.0,eurostat,isco1
511,NL,68.8,36772.0,eurostat,isco1
512,NL,26.5,36772.0,eurostat,isco1
513,NL,52.9,36772.0,eurostat,isco1
514,NL,90.0,36772.0,eurostat,isco1
515,NL,42.3,36772.0,eurostat,isco1
516,NL,174.7,36772.0,eurostat,isco1
521,NL,15.7,36772.0,eurostat,isco1
522,NL,368.4,36772.0,eurostat,isco1
523,NL,23.5,36772.0,eurostat,isco1
524,NL,180.3,36772.0,eurostat,isco1
531,NL,283.7,36772.0,eurostat,isco1
532,NL,154.8,36772.0,eurostat,isco1
541,NL,91.9,36772.0,eurostat,isco1
611,NL,69.9,34695.0,eurostat,isco1
612,NL,46.6,34695.0,eurostat,isco1
613,NL,9.3,34695.0,eurostat,isco1
621,NL,,34695.0,eurostat,isco1
622,NL,,34695.0,eurostat,isco1
711,NL,79.9,42931.0,eurostat,isco1
712,NL,111.0,42931.0,eurostat,isco1
713,NL,48.8,42931.0,eurostat,isco1
721,NL,39.9,42931.0,eurostat,isco1
722,NL,67.9,42931.0,eurostat,isco1
723,NL,48.7,42931.0,eurostat,isco1
731,NL,20.5,42931.0,eurostat,isco1
732,NL,7.7,42931.0,eurostat,isco1
741,NL,52.6,42931.0,eurostat,isco1
742,NL,39.5,42931.0,eurostat,isco1
751,NL,17.7,42931.0,eurostat,isco1
752,NL,9.2,42931.0,eurostat,isco1
753,NL,26.2,42931.0,eurostat,isco1
754,NL,22.3,42931.0,eurostat,isco1
811,NL,7.1,43822.0,eurostat,isco1
812,NL,5.2,43822.0,eurostat,isco1
813,NL,8.8,43822.0,eurostat,isco1
814,NL,9.6,43822.0,eurostat,isco1
815,NL,13.7,43822.0,eurostat,isco1
816,NL,15.1,43822.0,eurostat,isco1
817,NL,5.2,43822.0,eurostat,isco1
818,NL,6.3,43822.0,eurostat,isco1
821,NL,25.2,43822.0,eurostat,isco1
831,NL,29.1,43822.0,eurostat,isco1
832,NL,38.8,43822.0,eurostat,isco1
833,NL,58.2,43822.0,eurostat,isco1
834,NL,92.2,43822.0,eurostat,isco1
835,NL,34.0,43822.0,eurostat,isco1
911,NL,95.2,28828.0,eurostat,isco1
912,NL,108.7,28828.0,eurostat,isco1
921,NL,22.6,28828.0,eurostat,isco1
931,NL,123.6,28828.0,eurostat,isco1
932,NL,54.9,28828.0,eurostat,isco1
933,NL,164.7,28828.0,eurostat,isco1
941,NL,81.8,28828.0,eurostat,isco1
951,NL,,28828.0,eurostat,isco1
952,NL,,28828.0,eurostat,isco1
961,NL,8.6,28828.0,eurostat,isco1
962,NL,25.8,28828.0,eurostat,isco1
111,NO,21.2,98187.0,eurostat,isco1
112,NO,7.5,98187.0,eurostat,isco1
121,NO,32.3,98187.0,eurostat,isco1
122,NO,26.3,98187.0,eurostat,isco1
131,NO,1.7,98187.0,eurostat,isco1
132,NO,50.3,98187.0,eurostat,isco1
133,NO,5.5,98187.0,eurostat,isco1
134,NO,21.5,98187.0,eurostat,isco1
141,NO,2.5,98187.0,eurostat,isco1
142,NO,31.1,98187.0,eurostat,isco1
143,NO,12.1,98187.0,eurostat,isco1
211,NO,9.2,73485.0,eurostat,isco1
212,NO,2.2,73485.0,eurostat,isco1
213,NO,12.7,73485.0,eurostat,isco1
214,NO,39.4,73485.0,eurostat,isco1
215,NO,9.2,73485.0,eurostat,isco1
216,NO,14.6,73485.0,eurostat,isco1
221,NO,5.0,73485.0,eurostat,isco1
222,NO,10.1,73485.0,eurostat,isco1
223,NO,12.6,73485.0,eurostat,isco1
225,NO,27.8,73485.0,eurostat,isco1
226,NO,116.2,73485.0,eurostat,isco1
231,NO,69.4,73485.0,eurostat,isco1
232,NO,38.6,73485.0,eurostat,isco1
233,NO,29.3,73485.0,eurostat,isco1
234,NO,7.7,73485.0,eurostat,isco1
235,NO,57.1,73485.0,eurostat,isco1
241,NO,44.1,73485.0,eurostat,isco1
242,NO,63.0,73485.0,eurostat,isco1
243,NO,61.7,73485.0,eurostat,isco1
251,NO,65.0,73485.0,eurostat,isco1
252,NO,23.6,73485.0,eurostat,isco1
261,NO,8.5,73485.0,eurostat,isco1
262,NO,5.5,73485.0,eurostat,isco1
263,NO,32.9,73485.0,eurostat,isco1
264,NO,17.9,73485.0,eurostat,isco1
265,NO,27.9,73485.0,eurostat,isco1
311,NO,64.2,74866.0,eurostat,isco1
312,NO,28.5,74866.0,eurostat,isco1
313,NO,16.9,74866.0,eurostat,isco1
314,NO,5.8,74866.0,eurostat,isco1
315,NO,13.5,74866.0,eurostat,isco1
321,NO,6.3,74866.0,eurostat,isco1
322,NO,0.9,74866.0,eurostat,isco1
323,NO,0.9,74866.0,eurostat,isco1
324,NO,5.4,74866.0,eurostat,isco1
325,NO,30.5,74866.0,eurostat,isco1
331,NO,29.4,74866.0,eurostat,isco1
332,NO,47.9,74866.0,eurostat,isco1
333,NO,52.1,74866.0,eurostat,isco1
334,NO,20.2,74866.0,eurostat,isco1
335,NO,18.5,74866.0,eurostat,isco1
341,NO,14.8,74866.0,eurostat,isco1
342,NO,13.8,74866.0,eurostat,isco1
343,NO,24.7,74866.0,eurostat,isco1
351,NO,8.9,74866.0,eurostat,isco1
352,NO,15.7,74866.0,eurostat,isco1
411,NO,19.9,55268.0,eurostat,isco1
412,NO,9.9,55268.0,eurostat,isco1
413,NO,19.9,55268.0,eurostat,isco1
421,NO,11.4,55268.0,eurostat,isco1
422,NO,18.8,55268.0,eurostat,isco1
431,NO,20.4,55268.0,eurostat,isco1
432,NO,52.0,55268.0,eurostat,isco1
441,NO,5.8,55268.0,eurostat,isco1
511,NO,18.3,48307.0,eurostat,isco1
512,NO,7.0,48307.0,eurostat,isco1
513,NO,14.1,48307.0,eurostat,isco1
514,NO,23.9,48307.0,eurostat,isco1
515,NO,11.2,48307.0,eurostat,isco1
516,NO,46.4,48307.0,eurostat,isco1
521,NO,4.9,48307.0,eurostat,isco1
522,NO,115.1,48307.0,eurostat,isco1
523,NO,7.3,48307.0,eurostat,isco1
524,NO,56.3,48307.0,eurostat,isco1
531,NO,159.8,48307.0,eurostat,isco1
532,NO,87.2,48307.0,eurostat,isco1
541,NO,22.7,48307.0,eurostat,isco1
611,NO,21.4,50358.0,eurostat,isco1
612,NO,14.3,50358.0,eurostat,isco1
613,NO,2.9,50358.0,eurostat,isco1
621,NO,0.7,50358.0,eurostat,isco1
622,NO,11.3,50358.0,eurostat,isco1
711,NO,33.8,57290.0,eurostat,isco1
712,NO,47.0,57290.0,eurostat,isco1
713,NO,20.7,57290.0,eurostat,isco1
721,NO,16.0,57290.0,eurostat,isco1
722,NO,27.3,57290.0,eurostat,isco1
723,NO,19.6,57290.0,eurostat,isco1
731,NO,,57290.0,eurostat,isco1
732,NO,,57290.0,eurostat,isco1
741,NO,28.9,57290.0,eurostat,isco1
742,NO,21.7,57290.0,eurostat,isco1
751,NO,2.9,57290.0,eurostat,isco1
752,NO,1.5,57290.0,eurostat,isco1
753,NO,4.2,57290.0,eurostat,isco1
754,NO,3.6,57290.0,eurostat,isco1
811,NO,5.0,59087.0,eurostat,isco1
812,NO,3.6,59087.0,eurostat,isco1
813,NO,6.1,59087.0,eurostat,isco1
814,NO,6.7,59087.0,eurostat,isco1
815,NO,9.6,59087.0,eurostat,isco1
816,NO,10.6,59087.0,eurostat,isco1
817,NO,3.6,59087.0,eurostat,isco1
818,NO,4.4,59087.0,eurostat,isco1
821,NO,6.9,59087.0,eurostat,isco1
831,NO,10.9,59087.0,eurostat,isco1
832,NO,14.5,59087.0,eurostat,isco1
833,NO,21.7,59087.0,eurostat,isco1
834,NO,34.4,59087.0,eurostat,isco1
835,NO,12.7,59087.0,eurostat,isco1
911,NO,25.5,46626.0,eurostat,isco1
912,NO,29.2,46626.0,eurostat,isco1
921,NO,,46626.0,eurostat,isco1
931,NO,5.0,46626.0,eurostat,isco1
932,NO,2.2,46626.0,eurostat,isco1
933,NO,6.7,46626.0,eurostat,isco1
941,NO,17.5,46626.0,eurostat,isco1
951,NO,,46626.0,eurostat,isco1
952,NO,,46626.0,eurostat,isco1
961,NO,3.0,46626.0,eurostat,isco1
962,NO,8.9,46626.0,eurostat,isco1
011,PL,30.2,,,
021,PL,50.3,,,
031,PL,72.0,,,
111,PL,163.6,31557.0,eurostat,isco1
112,PL,57.8,31557.0,eurostat,isco1
121,PL,186.2,31557.0,eurostat,isco1
122,PL,151.9,31557.0,eurostat,isco1
131,PL,8.2,31557.0,eurostat,isco1
132,PL,243.9,31557.0,eurostat,isco1
133,PL,26.6,31557.0,eurostat,isco1
134,PL,104.5,31557.0,eurostat,isco1
141,PL,15.2,31557.0,eurostat,isco1
142,PL,185.9,31557.0,eurostat,isco1
143,PL,72.1,31557.0,eurostat,isco1
211,PL,59.0,20939.0,eurostat,isco1
212,PL,14.2,20939.0,eurostat,isco1
213,PL,81.4,20939.0,eurostat,isco1
214,PL,252.2,20939.0,eurostat,isco1
215,PL,59.0,20939.0,eurostat,isco1
216,PL,93.6,20939.0,eurostat,isco1
221,PL,17.5,20939.0,eurostat,isco1
222,PL,35.0,20939.0,eurostat,isco1
223,PL,43.7,20939.0,eurostat,isco1
225,PL,96.1,20939.0,eurostat,isco1
226,PL,402.0,20939.0,eurostat,isco1
231,PL,291.5,20939.0,eurostat,isco1
232,PL,162.0,20939.0,eurostat,isco1
233,PL,123.1,20939.0,eurostat,isco1
234,PL,32.4,20939.0,eurostat,isco1
235,PL,239.7,20939.0,eurostat,isco1
241,PL,283.0,20939.0,eurostat,isco1
242,PL,404.2,20939.0,eurostat,isco1
243,PL,396.1,20939.0,eurostat,isco1
251,PL,350.4,20939.0,eurostat,isco1
252,PL,127.4,20939.0,eurostat,isco1
