isco3,country,employment_thousands,mean_annual_wage_eur,wage_source,wage_level
261,PL,34.8,20939.0,eurostat,isco1
262,PL,22.5,20939.0,eurostat,isco1
263,PL,134.9,20939.0,eurostat,isco1
264,PL,73.6,20939.0,eurostat,isco1
265,PL,114.5,20939.0,eurostat,isco1
311,PL,302.6,17387.0,eurostat,isco1
312,PL,134.2,17387.0,eurostat,isco1
313,PL,79.6,17387.0,eurostat,isco1
314,PL,27.3,17387.0,eurostat,isco1
315,PL,63.7,17387.0,eurostat,isco1
321,PL,30.2,17387.0,eurostat,isco1
322,PL,4.3,17387.0,eurostat,isco1
323,PL,4.3,17387.0,eurostat,isco1
324,PL,25.9,17387.0,eurostat,isco1
325,PL,146.7,17387.0,eurostat,isco1
331,PL,191.5,17387.0,eurostat,isco1
332,PL,311.8,17387.0,eurostat,isco1
333,PL,339.2,17387.0,eurostat,isco1
334,PL,131.3,17387.0,eurostat,isco1
335,PL,120.4,17387.0,eurostat,isco1
341,PL,70.9,17387.0,eurostat,isco1
342,PL,66.2,17387.0,eurostat,isco1
343,PL,118.2,17387.0,eurostat,isco1
351,PL,39.1,17387.0,eurostat,isco1
352,PL,68.4,17387.0,eurostat,isco1
411,PL,241.8,13635.0,eurostat,isco1
412,PL,120.9,13635.0,eurostat,isco1
413,PL,241.8,13635.0,eurostat,isco1
421,PL,57.3,13635.0,eurostat,isco1
422,PL,94.1,13635.0,eurostat,isco1
431,PL,142.4,13635.0,eurostat,isco1
432,PL,362.5,13635.0,eurostat,isco1
441,PL,75.2,13635.0,eurostat,isco1
511,PL,74.3,11066.0,eurostat,isco1
512,PL,28.6,11066.0,eurostat,isco1
513,PL,57.1,11066.0,eurostat,isco1
514,PL,97.1,11066.0,eurostat,isco1
515,PL,45.7,11066.0,eurostat,isco1
516,PL,188.5,11066.0,eurostat,isco1
521,PL,30.8,11066.0,eurostat,isco1
522,PL,722.8,11066.0,eurostat,isco1
523,PL,46.1,11066.0,eurostat,isco1
524,PL,353.7,11066.0,eurostat,isco1
531,PL,131.7,11066.0,eurostat,isco1
532,PL,71.9,11066.0,eurostat,isco1
541,PL,235.3,11066.0,eurostat,isco1
611,PL,537.3,10828.0,eurostat,isco1
612,PL,358.2,10828.0,eurostat,isco1
613,PL,71.6,10828.0,eurostat,isco1
621,PL,0.9,10828.0,eurostat,isco1
622,PL,15.0,10828.0,eurostat,isco1
711,PL,305.0,13650.0,eurostat,isco1
712,PL,423.6,13650.0,eurostat,isco1
713,PL,186.4,13650.0,eurostat,isco1
721,PL,177.9,13650.0,eurostat,isco1
722,PL,303.1,13650.0,eurostat,isco1
723,PL,217.5,13650.0,eurostat,isco1
731,PL,50.3,13650.0,eurostat,isco1
732,PL,18.8,13650.0,eurostat,isco1
741,PL,135.9,13650.0,eurostat,isco1
742,PL,101.9,13650.0,eurostat,isco1
751,PL,112.0,13650.0,eurostat,isco1
752,PL,58.1,13650.0,eurostat,isco1
753,PL,165.9,13650.0,eurostat,isco1
754,PL,141.0,13650.0,eurostat,isco1
811,PL,46.1,14783.0,eurostat,isco1
812,PL,33.7,14783.0,eurostat,isco1
813,PL,56.8,14783.0,eurostat,isco1
814,PL,62.1,14783.0,eurostat,isco1
815,PL,88.7,14783.0,eurostat,isco1
816,PL,97.6,14783.0,eurostat,isco1
817,PL,33.7,14783.0,eurostat,isco1
818,PL,40.8,14783.0,eurostat,isco1
821,PL,146.0,14783.0,eurostat,isco1
831,PL,107.4,14783.0,eurostat,isco1
832,PL,143.2,14783.0,eurostat,isco1
833,PL,214.7,14783.0,eurostat,isco1
834,PL,340.0,14783.0,eurostat,isco1
835,PL,125.3,14783.0,eurostat,isco1
911,PL,138.6,10829.0,eurostat,isco1
912,PL,158.3,10829.0,eurostat,isco1
921,PL,36.6,10829.0,eurostat,isco1
931,PL,73.1,10829.0,eurostat,isco1
932,PL,32.5,10829.0,eurostat,isco1
933,PL,97.4,10829.0,eurostat,isco1
941,PL,73.1,10829.0,eurostat,isco1
951,PL,,10829.0,eurostat,isco1
952,PL,,10829.0,eurostat,isco1
961,PL,24.1,10829.0,eurostat,isco1
962,PL,72.3,10829.0,eurostat,isco1
011,PT,6.9,,,
021,PT,8.5,,,
031,PT,6.9,,,
111,PT,22.8,60587.0,eurostat,isco1
112,PT,8.1,60587.0,eurostat,isco1
121,PT,30.5,60587.0,eurostat,isco1
122,PT,24.9,60587.0,eurostat,isco1
131,PT,2.2,60587.0,eurostat,isco1
132,PT,65.5,60587.0,eurostat,isco1
133,PT,7.2,60587.0,eurostat,isco1
134,PT,28.1,60587.0,eurostat,isco1
141,PT,5.4,60587.0,eurostat,isco1
142,PT,66.4,60587.0,eurostat,isco1
143,PT,25.7,60587.0,eurostat,isco1
211,PT,20.1,36066.0,eurostat,isco1
212,PT,4.9,36066.0,eurostat,isco1
213,PT,27.8,36066.0,eurostat,isco1
214,PT,86.0,36066.0,eurostat,isco1
215,PT,20.1,36066.0,eurostat,isco1
216,PT,31.9,36066.0,eurostat,isco1
221,PT,5.8,36066.0,eurostat,isco1
222,PT,11.6,36066.0,eurostat,isco1
223,PT,14.5,36066.0,eurostat,isco1
225,PT,31.9,36066.0,eurostat,isco1
226,PT,133.2,36066.0,eurostat,isco1
231,PT,88.0,36066.0,eurostat,isco1
232,PT,48.9,36066.0,eurostat,isco1
233,PT,37.1,36066.0,eurostat,isco1
234,PT,9.8,36066.0,eurostat,isco1
235,PT,72.3,36066.0,eurostat,isco1
241,PT,52.2,36066.0,eurostat,isco1
242,PT,74.6,36066.0,eurostat,isco1
243,PT,73.1,36066.0,eurostat,isco1
251,PT,109.9,36066.0,eurostat,isco1
252,PT,39.9,36066.0,eurostat,isco1
261,PT,12.5,36066.0,eurostat,isco1
262,PT,8.1,36066.0,eurostat,isco1
263,PT,48.7,36066.0,eurostat,isco1
264,PT,26.6,36066.0,eurostat,isco1
265,PT,41.3,36066.0,eurostat,isco1
311,PT,60.5,27633.0,eurostat,isco1
312,PT,26.8,27633.0,eurostat,isco1
313,PT,15.9,27633.0,eurostat,isco1
314,PT,5.5,27633.0,eurostat,isco1
315,PT,12.7,27633.0,eurostat,isco1
321,PT,9.3,27633.0,eurostat,isco1
322,PT,1.3,27633.0,eurostat,isco1
323,PT,1.3,27633.0,eurostat,isco1
324,PT,8.0,27633.0,eurostat,isco1
325,PT,45.4,27633.0,eurostat,isco1
331,PT,46.9,27633.0,eurostat,isco1
332,PT,76.4,27633.0,eurostat,isco1
333,PT,83.1,27633.0,eurostat,isco1
334,PT,32.2,27633.0,eurostat,isco1
335,PT,29.5,27633.0,eurostat,isco1
341,PT,18.4,27633.0,eurostat,isco1
342,PT,17.2,27633.0,eurostat,isco1
343,PT,30.7,27633.0,eurostat,isco1
351,PT,18.3,27633.0,eurostat,isco1
352,PT,32.1,27633.0,eurostat,isco1
411,PT,103.0,18255.0,eurostat,isco1
412,PT,51.5,18255.0,eurostat,isco1
413,PT,103.0,18255.0,eurostat,isco1
421,PT,40.6,18255.0,eurostat,isco1
422,PT,66.7,18255.0,eurostat,isco1
431,PT,24.5,18255.0,eurostat,isco1
432,PT,62.4,18255.0,eurostat,isco1
441,PT,13.7,18255.0,eurostat,isco1
511,PT,31.0,15780.0,eurostat,isco1
512,PT,11.9,15780.0,eurostat,isco1
513,PT,23.8,15780.0,eurostat,isco1
514,PT,40.5,15780.0,eurostat,isco1
515,PT,19.1,15780.0,eurostat,isco1
516,PT,78.7,15780.0,eurostat,isco1
521,PT,9.3,15780.0,eurostat,isco1
522,PT,218.0,15780.0,eurostat,isco1
523,PT,13.9,15780.0,eurostat,isco1
524,PT,106.7,15780.0,eurostat,isco1
531,PT,147.1,15780.0,eurostat,isco1
532,PT,80.3,15780.0,eurostat,isco1
541,PT,104.6,15780.0,eurostat,isco1
611,PT,45.7,13979.0,eurostat,isco1
612,PT,30.5,13979.0,eurostat,isco1
613,PT,6.1,13979.0,eurostat,isco1
621,PT,1.0,13979.0,eurostat,isco1
622,PT,15.3,13979.0,eurostat,isco1
711,PT,70.0,16292.0,eurostat,isco1
712,PT,97.2,16292.0,eurostat,isco1
713,PT,42.8,16292.0,eurostat,isco1
721,PT,42.3,16292.0,eurostat,isco1
722,PT,72.0,16292.0,eurostat,isco1
723,PT,51.7,16292.0,eurostat,isco1
731,PT,18.6,16292.0,eurostat,isco1
732,PT,7.0,16292.0,eurostat,isco1
741,PT,43.9,16292.0,eurostat,isco1
742,PT,33.0,16292.0,eurostat,isco1
751,PT,35.2,16292.0,eurostat,isco1
752,PT,18.3,16292.0,eurostat,isco1
753,PT,52.2,16292.0,eurostat,isco1
754,PT,44.4,16292.0,eurostat,isco1
811,PT,16.6,17329.0,eurostat,isco1
812,PT,12.1,17329.0,eurostat,isco1
813,PT,20.4,17329.0,eurostat,isco1
814,PT,22.3,17329.0,eurostat,isco1
815,PT,31.8,17329.0,eurostat,isco1
816,PT,35.0,17329.0,eurostat,isco1
817,PT,12.1,17329.0,eurostat,isco1
818,PT,14.6,17329.0,eurostat,isco1
821,PT,24.4,17329.0,eurostat,isco1
831,PT,23.4,17329.0,eurostat,isco1
832,PT,31.1,17329.0,eurostat,isco1
833,PT,46.7,17329.0,eurostat,isco1
834,PT,74.0,17329.0,eurostat,isco1
835,PT,27.2,17329.0,eurostat,isco1
911,PT,88.8,14007.0,eurostat,isco1
912,PT,101.5,14007.0,eurostat,isco1
921,PT,17.1,14007.0,eurostat,isco1
931,PT,31.3,14007.0,eurostat,isco1
932,PT,13.9,14007.0,eurostat,isco1
933,PT,41.7,14007.0,eurostat,isco1
941,PT,43.5,14007.0,eurostat,isco1
951,PT,2.4,14007.0,eurostat,isco1
952,PT,2.4,14007.0,eurostat,isco1
961,PT,14.6,14007.0,eurostat,isco1
962,PT,43.8,14007.0,eurostat,isco1
011,RO,19.6,,,
021,RO,11.2,,,
031,RO,14.7,,,
111,RO,46.1,30499.0,eurostat,isco1
112,RO,16.3,30499.0,eurostat,isco1
121,RO,22.7,30499.0,eurostat,isco1
122,RO,18.6,30499.0,eurostat,isco1
131,RO,1.5,30499.0,eurostat,isco1
132,RO,43.3,30499.0,eurostat,isco1
133,RO,4.7,30499.0,eurostat,isco1
134,RO,18.6,30499.0,eurostat,isco1
141,RO,1.8,30499.0,eurostat,isco1
142,RO,22.3,30499.0,eurostat,isco1
143,RO,8.7,30499.0,eurostat,isco1
211,RO,29.0,25620.0,eurostat,isco1
212,RO,7.0,25620.0,eurostat,isco1
213,RO,40.0,25620.0,eurostat,isco1
214,RO,123.9,25620.0,eurostat,isco1
215,RO,29.0,25620.0,eurostat,isco1
216,RO,45.9,25620.0,eurostat,isco1
221,RO,6.6,25620.0,eurostat,isco1
222,RO,13.2,25620.0,eurostat,isco1
223,RO,16.5,25620.0,eurostat,isco1
225,RO,36.3,25620.0,eurostat,isco1
226,RO,151.7,25620.0,eurostat,isco1
231,RO,87.7,25620.0,eurostat,isco1
232,RO,48.7,25620.0,eurostat,isco1
233,RO,37.0,25620.0,eurostat,isco1
234,RO,9.7,25620.0,eurostat,isco1
235,RO,72.1,25620.0,eurostat,isco1
241,RO,94.6,25620.0,eurostat,isco1
242,RO,135.1,25620.0,eurostat,isco1
243,RO,132.4,25620.0,eurostat,isco1
251,RO,90.0,25620.0,eurostat,isco1
252,RO,32.7,25620.0,eurostat,isco1
261,RO,14.6,25620.0,eurostat,isco1
262,RO,9.4,25620.0,eurostat,isco1
263,RO,56.6,25620.0,eurostat,isco1
264,RO,30.9,25620.0,eurostat,isco1
265,RO,48.0,25620.0,eurostat,isco1
311,RO,53.6,17168.0,eurostat,isco1
312,RO,23.8,17168.0,eurostat,isco1
313,RO,14.1,17168.0,eurostat,isco1
314,RO,4.8,17168.0,eurostat,isco1
315,RO,11.3,17168.0,eurostat,isco1
321,RO,16.4,17168.0,eurostat,isco1
322,RO,2.3,17168.0,eurostat,isco1
323,RO,2.3,17168.0,eurostat,isco1
324,RO,14.1,17168.0,eurostat,isco1
325,RO,79.8,17168.0,eurostat,isco1
331,RO,44.8,17168.0,eurostat,isco1
332,RO,73.0,17168.0,eurostat,isco1
333,RO,79.4,17168.0,eurostat,isco1
334,RO,30.7,17168.0,eurostat,isco1
335,RO,28.2,17168.0,eurostat,isco1
341,RO,10.9,17168.0,eurostat,isco1
342,RO,10.1,17168.0,eurostat,isco1
343,RO,18.1,17168.0,eurostat,isco1
351,RO,15.3,17168.0,eurostat,isco1
352,RO,26.9,17168.0,eurostat,isco1
411,RO,53.5,13013.0,eurostat,isco1
412,RO,26.7,13013.0,eurostat,isco1
413,RO,53.5,13013.0,eurostat,isco1
421,RO,24.1,13013.0,eurostat,isco1
422,RO,39.5,13013.0,eurostat,isco1
431,RO,40.9,13013.0,eurostat,isco1
432,RO,104.2,13013.0,eurostat,isco1
441,RO,34.4,13013.0,eurostat,isco1
511,RO,42.9,10133.0,eurostat,isco1
512,RO,16.5,10133.0,eurostat,isco1
513,RO,33.0,10133.0,eurostat,isco1
514,RO,56.0,10133.0,eurostat,isco1
515,RO,26.4,10133.0,eurostat,isco1
516,RO,108.8,10133.0,eurostat,isco1
521,RO,20.3,10133.0,eurostat,isco1
522,RO,477.6,10133.0,eurostat,isco1
523,RO,30.5,10133.0,eurostat,isco1
524,RO,233.7,10133.0,eurostat,isco1
531,RO,85.7,10133.0,eurostat,isco1
532,RO,46.7,10133.0,eurostat,isco1
541,RO,216.6,10133.0,eurostat,isco1
611,RO,317.3,9696.0,eurostat,isco1
612,RO,211.6,9696.0,eurostat,isco1
613,RO,42.3,9696.0,eurostat,isco1
621,RO,0.6,9696.0,eurostat,isco1
622,RO,10.0,9696.0,eurostat,isco1
711,RO,152.5,12661.0,eurostat,isco1
712,RO,211.9,12661.0,eurostat,isco1
713,RO,93.2,12661.0,eurostat,isco1
721,RO,113.7,12661.0,eurostat,isco1
722,RO,193.7,12661.0,eurostat,isco1
723,RO,139.0,12661.0,eurostat,isco1
731,RO,14.8,12661.0,eurostat,isco1
732,RO,5.6,12661.0,eurostat,isco1
741,RO,92.2,12661.0,eurostat,isco1
742,RO,69.1,12661.0,eurostat,isco1
751,RO,62.0,12661.0,eurostat,isco1
752,RO,32.2,12661.0,eurostat,isco1
753,RO,91.9,12661.0,eurostat,isco1
754,RO,78.1,12661.0,eurostat,isco1
811,RO,28.6,12160.0,eurostat,isco1
812,RO,20.9,12160.0,eurostat,isco1
813,RO,35.2,12160.0,eurostat,isco1
814,RO,38.5,12160.0,eurostat,isco1
815,RO,55.0,12160.0,eurostat,isco1
816,RO,60.5,12160.0,eurostat,isco1
817,RO,20.9,12160.0,eurostat,isco1
818,RO,25.3,12160.0,eurostat,isco1
821,RO,147.1,12160.0,eurostat,isco1
831,RO,78.8,12160.0,eurostat,isco1
832,RO,105.0,12160.0,eurostat,isco1
833,RO,157.5,12160.0,eurostat,isco1
834,RO,249.4,12160.0,eurostat,isco1
835,RO,91.9,12160.0,eurostat,isco1
911,RO,60.3,9414.0,eurostat,isco1
912,RO,68.9,9414.0,eurostat,isco1
921,RO,153.2,9414.0,eurostat,isco1
931,RO,121.4,9414.0,eurostat,isco1
932,RO,54.0,9414.0,eurostat,isco1
933,RO,161.9,9414.0,eurostat,isco1
941,RO,14.8,9414.0,eurostat,isco1
951,RO,,9414.0,eurostat,isco1
952,RO,,9414.0,eurostat,isco1
961,RO,27.4,9414.0,eurostat,isco1
962,RO,82.4,9414.0,eurostat,isco1
011,RS,4.2,,,
021,RS,3.9,,,
031,RS,8.0,,,
111,RS,8.6,19515.0,eurostat,isco1
112,RS,3.1,19515.0,eurostat,isco1
121,RS,9.9,19515.0,eurostat,isco1
122,RS,8.0,19515.0,eurostat,isco1
131,RS,0.8,19515.0,eurostat,isco1
132,RS,23.0,19515.0,eurostat,isco1
133,RS,2.5,19515.0,eurostat,isco1
134,RS,9.9,19515.0,eurostat,isco1
141,RS,2.6,19515.0,eurostat,isco1
142,RS,31.6,19515.0,eurostat,isco1
143,RS,12.2,19515.0,eurostat,isco1
211,RS,8.7,17305.0,eurostat,isco1
212,RS,2.1,17305.0,eurostat,isco1
213,RS,12.0,17305.0,eurostat,isco1
214,RS,37.2,17305.0,eurostat,isco1
215,RS,8.7,17305.0,eurostat,isco1
216,RS,13.8,17305.0,eurostat,isco1
221,RS,1.5,17305.0,eurostat,isco1
222,RS,2.9,17305.0,eurostat,isco1
223,RS,3.6,17305.0,eurostat,isco1
225,RS,8.0,17305.0,eurostat,isco1
226,RS,33.4,17305.0,eurostat,isco1
231,RS,46.0,17305.0,eurostat,isco1
232,RS,25.5,17305.0,eurostat,isco1
233,RS,19.4,17305.0,eurostat,isco1
234,RS,5.1,17305.0,eurostat,isco1
235,RS,37.8,17305.0,eurostat,isco1
241,RS,18.0,17305.0,eurostat,isco1
242,RS,25.7,17305.0,eurostat,isco1
243,RS,25.2,17305.0,eurostat,isco1
251,RS,51.0,17305.0,eurostat,isco1
252,RS,18.6,17305.0,eurostat,isco1
261,RS,8.9,17305.0,eurostat,isco1
262,RS,5.8,17305.0,eurostat,isco1
263,RS,34.5,17305.0,eurostat,isco1
264,RS,18.8,17305.0,eurostat,isco1
265,RS,29.3,17305.0,eurostat,isco1
311,RS,37.9,13104.0,eurostat,isco1
312,RS,16.8,13104.0,eurostat,isco1
313,RS,10.0,13104.0,eurostat,isco1
314,RS,3.4,13104.0,eurostat,isco1
315,RS,8.0,13104.0,eurostat,isco1
321,RS,13.8,13104.0,eurostat,isco1
322,RS,2.0,13104.0,eurostat,isco1
323,RS,2.0,13104.0,eurostat,isco1
324,RS,11.8,13104.0,eurostat,isco1
325,RS,66.9,13104.0,eurostat,isco1
331,RS,23.4,13104.0,eurostat,isco1
332,RS,38.1,13104.0,eurostat,isco1
333,RS,41.4,13104.0,eurostat,isco1
334,RS,16.0,13104.0,eurostat,isco1
335,RS,14.7,13104.0,eurostat,isco1
341,RS,7.4,13104.0,eurostat,isco1
342,RS,6.9,13104.0,eurostat,isco1
343,RS,12.3,13104.0,eurostat,isco1
351,RS,7.4,13104.0,eurostat,isco1
352,RS,12.9,13104.0,eurostat,isco1
411,RS,23.4,10570.0,eurostat,isco1
412,RS,11.7,10570.0,eurostat,isco1
413,RS,23.4,10570.0,eurostat,isco1
421,RS,21.2,10570.0,eurostat,isco1
422,RS,34.9,10570.0,eurostat,isco1
431,RS,28.3,10570.0,eurostat,isco1
432,RS,72.2,10570.0,eurostat,isco1
441,RS,32.7,10570.0,eurostat,isco1
511,RS,17.7,7644.0,eurostat,isco1
512,RS,6.8,7644.0,eurostat,isco1
513,RS,13.6,7644.0,eurostat,isco1
514,RS,23.1,7644.0,eurostat,isco1
515,RS,10.9,7644.0,eurostat,isco1
516,RS,44.9,7644.0,eurostat,isco1
521,RS,6.0,7644.0,eurostat,isco1
522,RS,141.6,7644.0,eurostat,isco1
523,RS,9.0,7644.0,eurostat,isco1
524,RS,69.3,7644.0,eurostat,isco1
531,RS,8.8,7644.0,eurostat,isco1
532,RS,4.8,7644.0,eurostat,isco1
541,RS,64.4,7644.0,eurostat,isco1
611,RS,123.2,8978.0,eurostat,isco1
612,RS,82.1,8978.0,eurostat,isco1
613,RS,16.4,8978.0,eurostat,isco1
621,RS,0.3,8978.0,eurostat,isco1
622,RS,4.9,8978.0,eurostat,isco1
711,RS,23.6,9466.0,eurostat,isco1
712,RS,32.7,9466.0,eurostat,isco1
713,RS,14.4,9466.0,eurostat,isco1
721,RS,25.8,9466.0,eurostat,isco1
722,RS,44.0,9466.0,eurostat,isco1
723,RS,31.6,9466.0,eurostat,isco1
731,RS,8.2,9466.0,eurostat,isco1
732,RS,3.1,9466.0,eurostat,isco1
741,RS,29.4,9466.0,eurostat,isco1
742,RS,22.1,9466.0,eurostat,isco1
751,RS,20.0,9466.0,eurostat,isco1
752,RS,10.4,9466.0,eurostat,isco1
753,RS,29.6,9466.0,eurostat,isco1
754,RS,25.2,9466.0,eurostat,isco1
811,RS,11.4,9144.0,eurostat,isco1
812,RS,8.3,9144.0,eurostat,isco1
813,RS,14.0,9144.0,eurostat,isco1
814,RS,15.4,9144.0,eurostat,isco1
815,RS,21.9,9144.0,eurostat,isco1
816,RS,24.1,9144.0,eurostat,isco1
817,RS,8.3,9144.0,eurostat,isco1
818,RS,10.1,9144.0,eurostat,isco1
821,RS,64.9,9144.0,eurostat,isco1
831,RS,17.0,9144.0,eurostat,isco1
832,RS,22.6,9144.0,eurostat,isco1
833,RS,34.0,9144.0,eurostat,isco1
834,RS,53.8,9144.0,eurostat,isco1
835,RS,19.8,9144.0,eurostat,isco1
911,RS,36.8,7487.0,eurostat,isco1
912,RS,42.1,7487.0,eurostat,isco1
921,RS,29.3,7487.0,eurostat,isco1
931,RS,28.9,7487.0,eurostat,isco1
932,RS,12.8,7487.0,eurostat,isco1
933,RS,38.5,7487.0,eurostat,isco1
941,RS,12.8,7487.0,eurostat,isco1
951,RS,,7487.0,eurostat,isco1
952,RS,,7487.0,eurostat,isco1
961,RS,5.4,7487.0,eurostat,isco1
962,RS,16.4,7487.0,eurostat,isco1
011,SE,13.9,,,
031,SE,5.3,,,
111,SE,7.5,80005.0,eurostat,isco1
112,SE,2.6,80005.0,eurostat,isco1
121,SE,65.0,80005.0,eurostat,isco1
122,SE,53.0,80005.0,eurostat,isco1
131,SE,3.3,80005.0,eurostat,isco1
132,SE,97.0,80005.0,eurostat,isco1
133,SE,10.6,80005.0,eurostat,isco1
134,SE,41.6,80005.0,eurostat,isco1
141,SE,2.4,80005.0,eurostat,isco1
142,SE,29.7,80005.0,eurostat,isco1
143,SE,11.5,80005.0,eurostat,isco1
211,SE,21.5,53504.0,eurostat,isco1
212,SE,5.2,53504.0,eurostat,isco1
213,SE,29.6,53504.0,eurostat,isco1
214,SE,91.8,53504.0,eurostat,isco1
215,SE,21.5,53504.0,eurostat,isco1
216,SE,34.1,53504.0,eurostat,isco1
221,SE,7.2,53504.0,eurostat,isco1
222,SE,14.5,53504.0,eurostat,isco1
223,SE,18.1,53504.0,eurostat,isco1
225,SE,39.8,53504.0,eurostat,isco1
226,SE,166.3,53504.0,eurostat,isco1
231,SE,114.7,53504.0,eurostat,isco1
232,SE,63.7,53504.0,eurostat,isco1
233,SE,48.4,53504.0,eurostat,isco1
234,SE,12.7,53504.0,eurostat,isco1
235,SE,94.3,53504.0,eurostat,isco1
241,SE,104.1,53504.0,eurostat,isco1
242,SE,148.7,53504.0,eurostat,isco1
243,SE,145.7,53504.0,eurostat,isco1
251,SE,208.2,53504.0,eurostat,isco1
252,SE,75.7,53504.0,eurostat,isco1
261,SE,20.2,53504.0,eurostat,isco1
262,SE,13.1,53504.0,eurostat,isco1
263,SE,78.3,53504.0,eurostat,isco1
264,SE,42.7,53504.0,eurostat,isco1
265,SE,66.5,53504.0,eurostat,isco1
311,SE,126.1,47781.0,eurostat,isco1
312,SE,56.0,47781.0,eurostat,isco1
313,SE,33.2,47781.0,eurostat,isco1
314,SE,11.4,47781.0,eurostat,isco1
315,SE,26.6,47781.0,eurostat,isco1
321,SE,8.9,47781.0,eurostat,isco1
322,SE,1.3,47781.0,eurostat,isco1
323,SE,1.3,47781.0,eurostat,isco1
324,SE,7.6,47781.0,eurostat,isco1
325,SE,43.0,47781.0,eurostat,isco1
331,SE,76.6,47781.0,eurostat,isco1
332,SE,124.7,47781.0,eurostat,isco1
333,SE,135.7,47781.0,eurostat,isco1
334,SE,52.5,47781.0,eurostat,isco1
335,SE,48.1,47781.0,eurostat,isco1
341,SE,28.2,47781.0,eurostat,isco1
342,SE,26.3,47781.0,eurostat,isco1
343,SE,46.9,47781.0,eurostat,isco1
351,SE,21.7,47781.0,eurostat,isco1
352,SE,38.0,47781.0,eurostat,isco1
411,SE,16.6,37273.0,eurostat,isco1
412,SE,8.3,37273.0,eurostat,isco1
413,SE,16.6,37273.0,eurostat,isco1
421,SE,24.3,37273.0,eurostat,isco1
422,SE,40.0,37273.0,eurostat,isco1
431,SE,46.2,37273.0,eurostat,isco1
432,SE,117.7,37273.0,eurostat,isco1
441,SE,28.5,37273.0,eurostat,isco1
511,SE,25.1,39663.0,eurostat,isco1
512,SE,9.7,39663.0,eurostat,isco1
513,SE,19.3,39663.0,eurostat,isco1
514,SE,32.8,39663.0,eurostat,isco1
515,SE,15.5,39663.0,eurostat,isco1
516,SE,63.7,39663.0,eurostat,isco1
521,SE,5.4,39663.0,eurostat,isco1
522,SE,125.9,39663.0,eurostat,isco1
523,SE,8.0,39663.0,eurostat,isco1
524,SE,61.6,39663.0,eurostat,isco1
531,SE,263.3,39663.0,eurostat,isco1
532,SE,143.6,39663.0,eurostat,isco1
541,SE,48.1,39663.0,eurostat,isco1
611,SE,29.3,32855.0,eurostat,isco1
612,SE,19.5,32855.0,eurostat,isco1
613,SE,3.9,32855.0,eurostat,isco1
621,SE,0.5,32855.0,eurostat,isco1
622,SE,8.5,32855.0,eurostat,isco1
711,SE,57.6,39684.0,eurostat,isco1
712,SE,80.0,39684.0,eurostat,isco1
713,SE,35.2,39684.0,eurostat,isco1
721,SE,32.1,39684.0,eurostat,isco1
722,SE,54.7,39684.0,eurostat,isco1
723,SE,39.3,39684.0,eurostat,isco1
731,SE,9.4,39684.0,eurostat,isco1
732,SE,3.5,39684.0,eurostat,isco1
741,SE,43.0,39684.0,eurostat,isco1
742,SE,32.3,39684.0,eurostat,isco1
751,SE,5.9,39684.0,eurostat,isco1
752,SE,3.1,39684.0,eurostat,isco1
753,SE,8.7,39684.0,eurostat,isco1
754,SE,7.4,39684.0,eurostat,isco1
811,SE,5.7,38478.0,eurostat,isco1
812,SE,4.2,38478.0,eurostat,isco1
813,SE,7.1,38478.0,eurostat,isco1
814,SE,7.7,38478.0,eurostat,isco1
815,SE,11.0,38478.0,eurostat,isco1
816,SE,12.1,38478.0,eurostat,isco1
817,SE,4.2,38478.0,eurostat,isco1
818,SE,5.1,38478.0,eurostat,isco1
821,SE,35.3,38478.0,eurostat,isco1
831,SE,19.5,38478.0,eurostat,isco1
832,SE,26.0,38478.0,eurostat,isco1
833,SE,38.9,38478.0,eurostat,isco1
834,SE,61.6,38478.0,eurostat,isco1
835,SE,22.7,38478.0,eurostat,isco1
911,SE,38.2,32153.0,eurostat,isco1
912,SE,43.6,32153.0,eurostat,isco1
921,SE,4.2,32153.0,eurostat,isco1
931,SE,15.9,32153.0,eurostat,isco1
932,SE,7.1,32153.0,eurostat,isco1
933,SE,21.3,32153.0,eurostat,isco1
941,SE,66.4,32153.0,eurostat,isco1
951,SE,,32153.0,eurostat,isco1
952,SE,,32153.0,eurostat,isco1
961,SE,5.2,32153.0,eurostat,isco1
962,SE,15.6,32153.0,eurostat,isco1
011,SI,2.0,,,
021,SI,2.7,,,
031,SI,2.8,,,
111,SI,2.4,58023.0,eurostat,isco1
112,SI,0.9,58023.0,eurostat,isco1
121,SI,6.7,58023.0,eurostat,isco1
122,SI,5.5,58023.0,eurostat,isco1
131,SI,0.3,58023.0,eurostat,isco1
132,SI,10.4,58023.0,eurostat,isco1
133,SI,1.1,58023.0,eurostat,isco1
134,SI,4.4,58023.0,eurostat,isco1
141,SI,0.3,58023.0,eurostat,isco1
142,SI,3.8,58023.0,eurostat,isco1
143,SI,1.5,58023.0,eurostat,isco1
211,SI,4.6,39084.0,eurostat,isco1
212,SI,1.1,39084.0,eurostat,isco1
213,SI,6.3,39084.0,eurostat,isco1
214,SI,19.6,39084.0,eurostat,isco1
215,SI,4.6,39084.0,eurostat,isco1
216,SI,7.3,39084.0,eurostat,isco1
221,SI,0.9,39084.0,eurostat,isco1
222,SI,1.8,39084.0,eurostat,isco1
223,SI,2.3,39084.0,eurostat,isco1
225,SI,5.1,39084.0,eurostat,isco1
226,SI,21.2,39084.0,eurostat,isco1
