STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2034,,301039240,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2035,,312989226,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2036,,324339183,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2037,,334456324,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2038,,343646398,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2039,,351516099,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2040,,357439129,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2024,,103691375,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2025,,107983087,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2026,,112358265,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2027,,116807334,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2028,,121319609,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2029,,125889218,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2030,,130494905,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2031,,135136769,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2032,,139868449,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2033,,144718467,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2034,,149652231,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2035,,154654673,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2036,,159788492,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2037,,165058360,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2038,,170460892,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2039,,176013287,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2040,,181642834,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2024,,20493560,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2025,,21583310,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2026,,22717400,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2027,,23889360,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2028,,25094650,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2029,,26327840,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2030,,27584280,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2031,,28862250,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2032,,30160800,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2033,,31476890,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2034,,32807410,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2035,,34149590,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2036,,35496310,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2037,,36841660,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2038,,38185640,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2039,,39529250,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2040,,40871950,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2024,,25311422,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2025,,26131730,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2026,,26884243,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2027,,27449591,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2028,,27923475,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2029,,28271499,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2030,,28526670,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2031,,28710035,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2032,,28774362,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2033,,28832906,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2034,,28921822,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2035,,29075540,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2036,,29241465,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2037,,29370452,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2038,,29503423,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2039,,29645923,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2040,,29860324,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2024,,986505,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2025,,1040571,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2026,,1098915,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2027,,1160934,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2028,,1226348,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2029,,1295029,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2030,,1366817,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2031,,1441838,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2032,,1520075,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2033,,1600731,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2034,,1682701,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2035,,1765081,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2036,,1847459,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2037,,1933307,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2038,,2025960,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2039,,2126175,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2040,,2235965,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2024,,753905,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2025,,789511,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2026,,824662,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2027,,859485,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2028,,894448,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2029,,929112,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2030,,962743,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2031,,994901,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2032,,1025070,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2033,,1053509,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2034,,1080595,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2035,,1107563,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2036,,1135952,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2037,,1165811,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2038,,1196022,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2039,,1224629,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SGP,Singapore,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2040,,1251056,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2024,,4132126,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2025,,4309298,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2026,,4486309,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2027,,4661993,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2028,,4833894,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2029,,5000932,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2030,,5155663,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2031,,5295800,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2032,,5429302,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2033,,5562857,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2034,,5698876,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2035,,5836098,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2036,,5971916,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2037,,6103764,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2038,,6234326,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2039,,6367460,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2040,,6502368,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,W,World,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2024,,833480764,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,W,World,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2025,,856880405,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,W,World,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2026,,880195698,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,W,World,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,P,Projection,2027,,907052459,,A,Normal value,0,Units,,
