STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2024,,1187817,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2025,,1211951,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2026,,1240701,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2027,,1272892,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2028,,1305986,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2029,,1343711,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2030,,1380310,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2031,,1420001,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2032,,1456815,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2033,,1488789,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2034,,1510224,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2035,,1517842,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2036,,1511543,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2037,,1503385,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2038,,1498542,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2039,,1508301,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2040,,1529002,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2024,,414214,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2025,,421897,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2026,,436966,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2027,,455434,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2028,,473772,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2029,,494282,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2030,,515255,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2031,,534094,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2032,,554242,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2033,,575617,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2034,,593805,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2035,,608791,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2036,,617908,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2037,,621779,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2038,,623117,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2039,,622471,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2040,,615362,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2024,,571277,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2025,,580598,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2026,,592226,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2027,,604241,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2028,,616299,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2029,,629643,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2030,,641911,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2031,,652810,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2032,,662585,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2033,,671261,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2034,,679714,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2035,,685849,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2036,,687534,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2037,,684944,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2038,,678949,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2039,,670449,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2040,,663806,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2024,,1972708,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2025,,2040200,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2026,,2106300,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2027,,2178600,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2028,,2247400,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2029,,2302100,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2030,,2352400,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2031,,2403100,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2032,,2435900,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2033,,2469500,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2034,,2493800,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2035,,2494000,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2036,,2457200,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2037,,2402900,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2038,,2336300,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2039,,2279800,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2040,,2241600,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2024,,148447.16,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2025,,157181.53,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2026,,166307.06,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2027,,175216.82,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2028,,182863.33,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2029,,191755.92,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2030,,199035.25,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2031,,208635.71,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2032,,215977.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2033,,224065.26,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2034,,230168.41,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2035,,236271.88,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2036,,239963.19,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2037,,244542.85,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2038,,247277.66,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2039,,247520.79,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CRI,Costa Rica,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2040,,246849.87,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2024,,295744,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2025,,295421,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2026,,297123,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2027,,300189,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2028,,302491,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2029,,304979,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2030,,308668,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2031,,312851,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2032,,317857,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2033,,325724,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2034,,336230,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2035,,347310,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2036,,359163,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2037,,368522,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2038,,369954,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2039,,365084,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,DNK,Denmark,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2040,,357495,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2024,,334376,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2025,,331107,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2026,,330264,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2027,,329003,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2028,,325886,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2029,,323283,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2030,,321655,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2031,,320416,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,FIN,Finland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,P,Projection,2032,,320195,,A,Normal value,0,Units,,
